Date,Train Number,Train Name,Passenger Count,Freight (Tons),Revenue (INR),Punctuality (%),Distance Covered (KM),Station Origin,Station Destination
6/9/2021,81698,Train-81698,182,188.8518318,979493.0476,86.33,1602,Station-210,Station-465
2/7/2023,19833,Train-19833,1469,886.613064,348096.3285,92.66,1897,Station-184,Station-463
2/24/2022,93655,Train-93655,539,471.5058038,891666.2383,97.72,1152,Station-285,Station-145
7/28/2024,32565,Train-32565,769,241.5795366,164006.5999,90.87,807,Station-330,Station-316
10/8/2020,30791,Train-30791,552,1817.998109,703592.5786,97.78,660,Station-54,Station-317
10/6/2021,19392,Train-19392,1555,37.011929,789438.3069,73.73,824,Station-14,Station-496
8/31/2021,84910,Train-84910,1688,1591.165876,996443.2734,99.12,1695,Station-170,Station-491
8/18/2023,94576,Train-94576,1045,583.3891416,919557.0769,89.52,1433,Station-221,Station-96
5/1/2021,30492,Train-30492,1871,1804.944667,228878.3402,90,1443,Station-92,Station-445
7/19/2021,87956,Train-87956,571,1992.792332,261776.8437,75.41,1310,Station-453,Station-57
1/12/2022,13004,Train-13004,1068,1993.174789,147111.2527,83.35,1434,Station-493,Station-408
5/25/2020,99450,Train-99450,1733,1208.438367,853448.5081,91.95,954,Station-338,Station-327
9/22/2024,32531,Train-32531,532,39.36040856,810014.5054,77.32,1299,Station-261,Station-158
3/22/2021,64322,Train-64322,498,1042.793274,657948.8303,94.61,758,Station-204,Station-113
9/11/2021,28399,Train-28399,144,1294.28507,422358.3334,77.96,1837,Station-115,Station-29
1/15/2020,75220,Train-75220,1047,293.9370076,446735.9905,72.56,1070,Station-341,Station-343
8/21/2021,65959,Train-65959,156,791.8052179,582438.3648,70.37,1396,Station-380,Station-383
2/23/2024,57353,Train-57353,129,991.2650888,856766.5641,76.17,426,Station-207,Station-295
11/1/2020,78714,Train-78714,290,377.1973817,69470.74141,75.97,1857,Station-385,Station-15
2/23/2020,30257,Train-30257,1071,1019.432977,491159.0546,78.53,1411,Station-281,Station-279
10/9/2020,26341,Train-26341,383,1460.636039,964476.1049,96.3,781,Station-298,Station-226
8/5/2021,97641,Train-97641,735,924.3985485,383655.6128,78.86,1260,Station-133,Station-243
11/15/2020,56106,Train-56106,1537,1052.240864,516464.6139,80.58,525,Station-356,Station-60
8/6/2024,99538,Train-99538,1279,549.4272403,745139.1239,89.53,631,Station-224,Station-196
2/26/2020,85852,Train-85852,712,1789.28432,265348.9379,70.78,864,Station-2,Station-236
10/3/2023,35293,Train-35293,262,144.6502075,253172.4237,98.69,119,Station-193,Station-35
5/22/2020,19393,Train-19393,315,237.4684805,962759.7619,99.55,1237,Station-57,Station-359
7/31/2022,45120,Train-45120,524,92.17643735,119093.1224,81.22,1571,Station-236,Station-434
8/23/2020,99418,Train-99418,1286,1179.255061,200835.4537,98.76,280,Station-174,Station-319
5/5/2022,64974,Train-64974,1317,1476.919966,556859.6618,82.76,993,Station-68,Station-242
2/3/2023,60560,Train-60560,1684,858.9624186,968267.5774,91.47,557,Station-52,Station-218
2/18/2021,47194,Train-47194,1975,204.9887371,864965.1751,83.3,836,Station-72,Station-336
4/29/2022,59267,Train-59267,1527,1437.322749,459100.2191,96.31,1437,Station-438,Station-466
1/18/2024,82789,Train-82789,1915,1808.991912,594260.0298,94.69,778,Station-287,Station-478
7/21/2023,67928,Train-67928,378,1924.238805,962140.8317,85.34,783,Station-451,Station-104
12/11/2022,57675,Train-57675,698,1897.01487,415474.6703,96.27,1704,Station-242,Station-164
12/3/2023,31608,Train-31608,1611,1098.516308,260015.9748,88.33,1449,Station-236,Station-351
1/17/2021,79450,Train-79450,1310,428.0740043,642500.5296,96.1,756,Station-371,Station-485
10/8/2022,50774,Train-50774,251,765.0745523,898493.2838,84,1642,Station-132,Station-82
3/8/2022,83357,Train-83357,505,1304.846513,571903.6606,88.72,92,Station-394,Station-163
1/22/2024,94306,Train-94306,224,1864.880402,94199.76874,77.2,1789,Station-302,Station-322
9/16/2023,30412,Train-30412,138,1870.106757,208474.537,85.99,894,Station-82,Station-157
4/21/2020,98462,Train-98462,1475,340.021399,190909.7009,74.84,1619,Station-331,Station-180
6/8/2024,12978,Train-12978,928,508.1682685,888227.5608,99.62,1117,Station-442,Station-18
5/3/2024,23347,Train-23347,1791,464.3374423,692430.653,91.47,1906,Station-471,Station-346
1/27/2024,19280,Train-19280,1027,420.720903,831986.2811,78.63,1423,Station-55,Station-468
5/4/2023,85097,Train-85097,1106,825.283722,612798.4151,73.49,1539,Station-472,Station-281
10/26/2021,94784,Train-94784,1014,1212.364845,271656.475,99.56,1830,Station-36,Station-129
7/4/2021,92837,Train-92837,861,215.0806845,249810.6588,93.41,1011,Station-273,Station-342
5/31/2022,16775,Train-16775,1112,1171.972968,422286.4517,78.51,1655,Station-277,Station-357
7/29/2020,71693,Train-71693,1506,1786.540751,380501.6503,93.17,1531,Station-339,Station-457
7/30/2020,45330,Train-45330,493,510.8599857,507951.3314,87.56,1391,Station-287,Station-88
10/21/2020,32595,Train-32595,470,402.4851034,290268.8402,81.44,1039,Station-247,Station-270
8/21/2023,22181,Train-22181,108,1572.541488,643382.8727,71.62,1342,Station-85,Station-410
5/10/2021,23241,Train-23241,1547,149.4280389,935879.12,91.18,286,Station-60,Station-228
2/13/2023,99106,Train-99106,904,1047.918757,613912.7365,79.71,1162,Station-361,Station-388
6/2/2022,46262,Train-46262,1522,1342.418994,267104.993,89.89,898,Station-105,Station-35
1/8/2022,21108,Train-21108,1403,1566.633715,554173.6262,91.47,108,Station-385,Station-421
6/6/2022,85098,Train-85098,387,1569.20223,872727.1737,87.79,1674,Station-56,Station-486
1/31/2020,85326,Train-85326,257,1567.884425,124722.0431,95.8,904,Station-450,Station-494
12/10/2020,80604,Train-80604,455,1235.578987,856551.4958,92.87,1591,Station-273,Station-107
9/24/2021,26364,Train-26364,408,47.66515305,449939.2036,99.17,646,Station-408,Station-377
8/18/2022,86569,Train-86569,685,732.7907789,297406.8658,97.69,1033,Station-204,Station-355
3/12/2020,71941,Train-71941,1899,190.1252786,851281.8681,91.03,219,Station-162,Station-439
6/15/2020,80600,Train-80600,794,1995.37936,226255.6706,79.84,772,Station-211,Station-85
11/3/2022,97760,Train-97760,1101,396.5620514,895878.3991,92.5,1073,Station-257,Station-72
2/10/2023,73621,Train-73621,1420,1362.713047,626608.8328,73.46,1442,Station-58,Station-175
2/5/2021,19184,Train-19184,416,1173.408718,469194.1097,73.72,566,Station-286,Station-31
5/27/2022,82670,Train-82670,1837,1715.010159,281553.9991,78.68,1506,Station-408,Station-216
4/30/2023,21656,Train-21656,1591,1363.632656,475716.5406,83.56,83,Station-334,Station-497
7/26/2024,31020,Train-31020,1453,665.3265605,313406.8558,71.85,1667,Station-142,Station-282
6/25/2024,88170,Train-88170,105,1195.820083,666413.171,96.17,1092,Station-3,Station-347
9/14/2021,63686,Train-63686,1640,1813.248829,564687.1623,86.46,786,Station-9,Station-205
12/31/2022,23655,Train-23655,1924,385.5594685,230138.5846,92.39,1059,Station-204,Station-495
6/10/2021,20236,Train-20236,289,97.17066184,579450.6082,72.51,237,Station-237,Station-394
3/6/2022,39856,Train-39856,1344,217.400002,589886.593,95.38,110,Station-266,Station-248
11/28/2024,72509,Train-72509,902,233.8605375,913050.2813,83.28,774,Station-251,Station-82
1/19/2022,87392,Train-87392,644,1243.893736,232851.3444,93.81,148,Station-155,Station-327
12/10/2024,67074,Train-67074,1128,1316.753174,954140.3952,78.85,1429,Station-394,Station-233
1/26/2021,12693,Train-12693,639,1625.226133,754799.291,81.66,638,Station-487,Station-476
2/29/2020,95485,Train-95485,878,1528.086461,822795.6419,95.37,353,Station-469,Station-268
4/2/2024,99471,Train-99471,185,1816.995788,590991.5205,86.91,497,Station-18,Station-223
12/8/2021,52646,Train-52646,1803,295.7647737,657995.7527,71.53,1849,Station-388,Station-30
1/7/2023,68640,Train-68640,1265,566.4150894,360415.5857,81.93,730,Station-133,Station-41
12/22/2024,56453,Train-56453,717,203.4692571,288037.5821,88.84,462,Station-92,Station-24
1/30/2020,90525,Train-90525,1465,378.053852,480823.4822,84.32,392,Station-443,Station-94
7/19/2020,80125,Train-80125,1698,835.1990548,510924.6057,78.53,629,Station-461,Station-434
1/7/2022,13590,Train-13590,391,689.5785353,444485.9813,73.8,905,Station-342,Station-325
1/3/2024,70749,Train-70749,1764,1913.390235,968664.8928,77.33,1192,Station-266,Station-214
6/9/2024,11735,Train-11735,697,1079.162939,757759.6045,86.51,219,Station-27,Station-191
6/30/2022,47619,Train-47619,952,1372.724301,144210.3,83.06,157,Station-416,Station-286
12/14/2023,53562,Train-53562,1656,895.6982461,811759.5098,93.09,648,Station-467,Station-182
7/9/2021,25928,Train-25928,670,1687.061949,841167.3113,94.57,1775,Station-79,Station-384
11/23/2022,72628,Train-72628,1696,518.3410103,472751.597,87.93,1277,Station-166,Station-173
4/6/2023,42825,Train-42825,1292,497.1843912,997890.3456,83.35,300,Station-432,Station-68
6/27/2020,26038,Train-26038,857,435.4086903,84561.11131,94.3,227,Station-267,Station-383
3/8/2021,32657,Train-32657,1260,390.4385762,353922.4722,88.2,1539,Station-63,Station-184
9/30/2023,91898,Train-91898,1071,877.4619044,416431.5887,77.7,1763,Station-233,Station-385
6/29/2020,86127,Train-86127,660,1133.471378,761918.0849,90.03,276,Station-11,Station-303
10/10/2021,82604,Train-82604,1781,454.7322356,670001.9846,74.37,1375,Station-62,Station-422
2/24/2021,13264,Train-13264,1125,424.2277662,739950.012,99.46,68,Station-146,Station-140
3/11/2024,70031,Train-70031,1167,384.2506896,637301.0166,98.51,286,Station-204,Station-248
10/27/2020,21755,Train-21755,1968,784.455351,500403.2622,78.07,1221,Station-62,Station-323
5/23/2020,83564,Train-83564,1862,249.6276335,448419.8879,90.57,542,Station-487,Station-380
1/17/2022,10572,Train-10572,95,1243.013885,705965.1097,86.47,78,Station-74,Station-104
5/3/2021,62491,Train-62491,1474,1149.993623,311536.2467,91.99,1612,Station-101,Station-35
3/29/2023,72400,Train-72400,1030,586.0313245,597905.3658,71.59,356,Station-211,Station-442
5/30/2021,97860,Train-97860,857,675.6683899,738476.5396,90.02,545,Station-440,Station-103
8/6/2023,52662,Train-52662,1818,896.0991379,123370.9569,75.88,1757,Station-436,Station-116
1/19/2021,59463,Train-59463,93,1365.97694,347568.101,78.47,1344,Station-357,Station-85
11/29/2021,79418,Train-79418,1949,1940.616009,99577.9663,88.82,1863,Station-347,Station-226
11/3/2020,79773,Train-79773,331,1781.326866,633482.2641,98.42,1641,Station-436,Station-34
8/30/2020,46700,Train-46700,313,1065.001613,349390.1566,80.55,1198,Station-445,Station-242
11/3/2020,28239,Train-28239,1597,1730.900069,905607.7337,90.69,1340,Station-31,Station-369
12/11/2023,10877,Train-10877,948,1430.708488,438155.2444,86.68,245,Station-184,Station-285
3/30/2024,53573,Train-53573,408,853.5552947,538663.0866,80.97,842,Station-325,Station-61
6/14/2024,26203,Train-26203,500,1458.338686,980890.6231,89.62,478,Station-478,Station-495
2/16/2021,31903,Train-31903,1489,1130.623131,779212.9727,72,1207,Station-235,Station-270
6/3/2024,84901,Train-84901,1770,892.0562882,789720.6275,77.95,1249,Station-235,Station-29
4/9/2021,50283,Train-50283,1648,1123.099911,779289.0325,81.1,1347,Station-491,Station-89
1/9/2023,44093,Train-44093,1432,1240.283119,800292.7853,94.18,925,Station-446,Station-496
7/26/2022,80182,Train-80182,429,1031.84546,385383.6878,97.09,1439,Station-132,Station-252
1/21/2024,91926,Train-91926,118,1334.314713,520500.8124,95.48,643,Station-371,Station-344
11/6/2024,46227,Train-46227,1046,1329.931041,812139.8745,94.39,1950,Station-293,Station-311
11/18/2024,35440,Train-35440,1324,1020.836014,120559.4888,75.03,383,Station-453,Station-495
10/21/2020,86523,Train-86523,642,655.4377981,903008.5671,74.93,1337,Station-386,Station-191
7/19/2023,20238,Train-20238,541,44.57690699,589583.0941,77.11,848,Station-245,Station-305
5/22/2023,53283,Train-53283,488,537.3587798,804002.7792,75.54,613,Station-142,Station-305
11/29/2021,26395,Train-26395,1140,64.98090735,959680.6607,76.6,1783,Station-138,Station-289
6/14/2020,76339,Train-76339,1356,698.0922224,207179.7084,80.29,1696,Station-470,Station-226
5/30/2022,52297,Train-52297,1555,1200.332575,143916.3178,74.66,1913,Station-78,Station-42
10/27/2020,46729,Train-46729,1454,47.12775946,740286.7047,95.26,707,Station-483,Station-169
6/16/2024,31519,Train-31519,848,1870.993655,275766.4997,90.64,1767,Station-165,Station-220
10/21/2021,37804,Train-37804,1007,245.4783315,691359.6784,92.83,1842,Station-161,Station-441
6/3/2024,20099,Train-20099,1210,187.0176922,402124.324,92.79,330,Station-142,Station-18
6/19/2021,88987,Train-88987,1947,1324.204358,157433.0541,76.03,1118,Station-107,Station-431
1/1/2024,43401,Train-43401,1501,1435.421663,822934.6284,86.09,1346,Station-489,Station-187
1/23/2022,29764,Train-29764,1257,1079.252956,983512.118,89.37,570,Station-78,Station-156
2/4/2020,51149,Train-51149,408,1283.974712,324917.513,74.88,1776,Station-16,Station-381
8/8/2022,70905,Train-70905,706,1693.088812,504555.675,85.27,1449,Station-184,Station-199
3/31/2022,89058,Train-89058,1255,1180.104147,510921.4438,94.49,1126,Station-362,Station-194
5/12/2021,70989,Train-70989,116,511.3283512,179258.5898,86.58,1383,Station-33,Station-113
5/1/2020,84134,Train-84134,611,1361.270381,720177.6016,75.58,1556,Station-461,Station-117
7/13/2024,45066,Train-45066,1649,1814.777083,306212.7784,85.46,1320,Station-472,Station-444
7/3/2023,93980,Train-93980,713,1951.504331,582008.9779,71.12,1524,Station-461,Station-328
3/21/2023,40102,Train-40102,1426,1436.925539,548652.4228,73.81,555,Station-466,Station-115
10/20/2021,71036,Train-71036,543,232.1068517,183484.0841,77.99,1771,Station-12,Station-11
11/10/2023,46941,Train-46941,181,1608.258283,262130.4994,77.61,840,Station-253,Station-159
1/11/2022,21018,Train-21018,1826,699.0283985,119562.4267,90.26,808,Station-31,Station-57
11/13/2022,38484,Train-38484,1343,679.1195114,178202.4311,70.88,1548,Station-276,Station-413
10/30/2023,47942,Train-47942,1863,104.4576109,558955.5283,80.49,1514,Station-430,Station-498
11/30/2023,74428,Train-74428,980,656.3477313,777137.2573,81.4,93,Station-338,Station-283
3/13/2023,53939,Train-53939,1884,49.1929973,565541.8856,89.55,76,Station-232,Station-299
4/1/2020,80364,Train-80364,1670,1643.700489,344904.0022,99.44,541,Station-94,Station-455
12/17/2020,42909,Train-42909,600,1858.359297,843157.6644,73.92,661,Station-320,Station-446
4/4/2020,84432,Train-84432,1659,291.8125596,608971.7352,87.86,362,Station-111,Station-329
5/4/2021,14498,Train-14498,951,1513.230455,577223.0952,80.71,296,Station-117,Station-403
7/6/2020,84202,Train-84202,723,1642.639804,800188.7172,72.93,941,Station-267,Station-62
12/19/2022,62107,Train-62107,794,312.4575225,354737.8089,98.27,1484,Station-128,Station-284
8/2/2022,73716,Train-73716,1853,1367.415805,650068.4239,71.86,704,Station-497,Station-341
1/1/2024,71352,Train-71352,400,1716.63826,853825.5011,70.86,915,Station-78,Station-309
6/8/2022,69815,Train-69815,1863,1424.445338,620303.4433,75.34,787,Station-263,Station-260
5/4/2020,61068,Train-61068,1818,1264.970852,369998.559,85.09,1239,Station-438,Station-302
1/2/2021,42343,Train-42343,353,1337.144673,266203.3217,85.21,1900,Station-46,Station-213
9/22/2022,28519,Train-28519,1462,626.9314759,844709.1496,99.77,239,Station-60,Station-12
3/18/2023,98580,Train-98580,1083,89.2519785,974091.3775,99.95,272,Station-377,Station-326
8/17/2020,17016,Train-17016,1037,42.12194489,555631.1415,85.45,1801,Station-109,Station-475
6/2/2021,49361,Train-49361,657,676.0332159,652496.7666,98.88,687,Station-443,Station-56
2/1/2023,51066,Train-51066,848,154.0812696,797360.2539,84.25,1773,Station-172,Station-271
10/29/2022,94715,Train-94715,874,1660.625569,181376.5211,78.6,1251,Station-268,Station-470
9/12/2022,56031,Train-56031,1134,1639.243511,409021.9036,86.89,1364,Station-296,Station-120
3/4/2023,94020,Train-94020,1590,1138.339558,905430.129,93.37,1061,Station-181,Station-359
9/15/2024,49801,Train-49801,411,578.6116824,785021.9893,92.67,1956,Station-65,Station-136
8/12/2024,31376,Train-31376,1837,1758.103335,192833.3371,72.25,460,Station-340,Station-347
1/5/2024,32806,Train-32806,1162,59.51240212,491733.8578,84.1,971,Station-465,Station-335
3/4/2020,91071,Train-91071,494,1237.418934,951405.4322,76.53,1215,Station-318,Station-43
6/21/2022,27062,Train-27062,503,364.3076869,722284.693,81.33,1380,Station-420,Station-318
5/9/2022,70494,Train-70494,720,1357.389685,376860.739,93.92,1647,Station-282,Station-358
6/13/2022,24058,Train-24058,1952,255.7547966,850173.25,71.99,1950,Station-39,Station-487
10/1/2022,63507,Train-63507,1958,1951.441737,231218.6153,77.14,1909,Station-335,Station-152
10/24/2021,94929,Train-94929,1476,1819.863141,860464.5087,76.75,541,Station-295,Station-45
5/15/2020,54006,Train-54006,668,406.5079169,968489.4385,76.54,1987,Station-80,Station-30
3/16/2020,73727,Train-73727,477,583.5038467,694657.9671,90.95,1632,Station-432,Station-191
8/10/2023,58171,Train-58171,830,1157.260295,513772.0845,90.71,653,Station-165,Station-67
3/11/2021,47827,Train-47827,764,786.8618149,692364.5817,85.57,1105,Station-178,Station-113
2/28/2024,37504,Train-37504,1169,645.6960723,247130.9499,85.19,1377,Station-302,Station-88
12/16/2022,39467,Train-39467,849,900.4540124,602994.1848,72.33,1555,Station-93,Station-336
12/18/2023,40307,Train-40307,771,1366.130409,342884.6564,92.98,999,Station-230,Station-410
9/30/2024,74727,Train-74727,936,1305.428889,693836.6156,94.18,837,Station-467,Station-457
2/15/2022,15144,Train-15144,376,1385.450009,749084.9469,78.72,1852,Station-440,Station-243
9/3/2022,87729,Train-87729,632,1885.487723,216238.799,99.09,1140,Station-486,Station-182
5/18/2021,18968,Train-18968,1165,1790.936721,284021.4758,76.08,278,Station-462,Station-359
12/25/2020,57644,Train-57644,1649,520.8860258,90986.76243,78.43,1651,Station-143,Station-390
4/12/2023,94231,Train-94231,1051,262.6984453,822293.4185,81.29,1274,Station-456,Station-315
8/7/2024,79672,Train-79672,52,868.705088,748192.8645,98.32,1775,Station-180,Station-360
9/22/2024,83002,Train-83002,407,346.3523544,533001.0859,99.71,1890,Station-225,Station-328
8/13/2022,30654,Train-30654,1317,986.8345274,821058.1348,97.62,1557,Station-296,Station-346
